"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"7",-123.21,-83.434,-28.013,-18.279,58.308,-23.635,30.459,30.319,-25.011,85.428,12.415,14.567,24.498,22.055,6.8232,20.537,-42.921,28.323,10.363,-13.445,20.372,-20.324,6.9605,16.417,7.3141,-18.694,-10.404,-7.4961,-20.847,25.227
"17",-124.72,-48.79,-37.139,-34.549,13.877,6.0313,-7.5513,-12.111,22.142,29.077,42.056,13.689,-3.8121,19.118,1.2016,37.459,-5.0734,17.707,-17.746,23,-9.4892,-27.352,38.215,8.2035,-1.2716,-32.787,8.0286,24.024,-14.314,33.687
"19",-103.81,-73.452,-78.245,-23.461,-3.6741,14.713,-25.742,-31.203,2.9312,23.016,12.95,6.5878,15.975,40.701,8.0473,15.137,-1.9743,-0.53004,15.823,8.276,3.9227,-14.011,31.132,11.212,-10.441,-15.99,-10.706,7.3338,5.1859,10.272
"27",-100.37,-80.548,-72.855,-32.244,39.561,-18.788,60.282,13.641,-37.759,46.383,-21.824,-6.4589,15.687,56.096,-9.1412,-10.687,-17.84,-19.305,33.66,17.323,23.439,-18.353,6.4836,21.912,14.911,-0.41894,-33.91,-7.1221,-10.775,9.6729
"29",-106.06,-39.476,-112.28,9.0915,-35.518,-22.196,-17.029,47.864,-38.46,-10.323,10.407,6.2708,9.706,-10.081,-15.139,-11.633,-8.9985,-9.0529,7.7227,-40.916,8.8253,4.6168,1.4129,28.964,-16.383,-43.569,14.631,-11.511,4.125,12.519
"32",-183.46,-18.109,-38.65,-18.75,4.7292,0.070446,-35.564,1.7297,18.497,20.105,-10.206,28.949,27.29,17.264,16.427,26.334,-19.747,-9.8927,17.741,59.692,-17.201,-17.413,20.12,-0.21575,3.7627,-10.51,6.3272,0.41641,-6.6883,30.149
"38",-137.09,-69.562,-124.24,41.702,-21.764,-22.391,4.5309,26.096,-10.774,4.6739,4.5139,-2.4182,7.4756,-17.705,-3.3581,-47.306,5.8307,-4.3938,-19.824,-1.5683,20.22,22.876,-7.7761,38.973,-20.552,-17.769,7.5058,-27.531,14.099,20.106
"42",-162.13,-39.252,-23.924,-25.81,-3.9235,-27.756,3.167,-3.7459,2.6666,50.568,-4.1439,7.1892,-32.483,26.081,-3.6443,12.808,-5.063,3.5661,0.8225,22.203,11.907,-20.717,10.348,23.553,4.4762,-30.115,-7.3826,1.8115,-5.6882,22.007
"47",-102.55,-62.955,-128.68,-3.9227,6.7956,18.388,4.6443,-9.5377,-12.768,19.282,-17.021,-10.75,48.506,4.9371,-24.027,-22.128,26.646,2.7891,42.701,18.542,-0.89199,-26.96,-11.408,36.931,15.682,-73.614,3.7088,19.742,-1.3671,26.861
"49",-130.55,-48.893,-28.396,-62.737,13.623,-22.948,1.4316,-2.478,7.5965,36.137,9.105,6.6628,-6.1519,6.7116,-14.671,10.855,-0.31056,6.3091,-9.3961,9.7389,16.231,-27.511,10.401,36.107,-0.47855,-26.277,-1.0057,20.184,-11.214,11.156
"60",-135.87,-59.67,-93.606,-6.6321,25.568,19.296,-25.217,-13.406,4.918,19.081,21.787,12.676,45.409,23.567,4.7618,8.6869,-9.7914,6.8581,35.2,23.427,4.9798,-10.432,24.314,26.471,7.1937,-14.851,8.1552,4.8802,-6.6367,15.602
"65",-118.12,-75.75,-74.672,-16.33,23.892,-3.619,-47.099,3.1907,23.505,18.337,24.351,21.863,46.624,14.089,6.8227,4.0481,4.7645,29.253,17.198,44.006,0.33958,-23.148,27.147,12.409,12.067,-1.0779,23.795,-14.07,-10.995,15.291
"71",-201.89,-67.166,-74.69,-13.418,45.196,4.3622,-49.567,-3.581,20.243,11.032,14.403,42.706,51.902,23.583,22.419,-2.4179,-23.814,36.944,20.516,20.717,4.5887,-2.1969,7.902,28.094,9.9084,-45.208,-2.2918,24.378,-12.161,-1.3768
"73",-210.59,-57.483,-87.54,17.733,44.634,13.09,-50.128,23.689,11.701,7.7136,39.45,27.063,49.634,31.737,10.877,-2.3921,-11.497,25.566,43.575,35.445,-8.3611,-21.593,14.71,25.916,15.318,-14.902,10.161,-8.5932,-5.9172,22.814
