"","tribe","species"
"3","Alcelaphini","buselaphus"
"5","Alcelaphini","buselaphus"
"6","Alcelaphini","buselaphus"
"7","Alcelaphini","buselaphus"
"8","Alcelaphini","buselaphus"
"9","Alcelaphini","buselaphus"
"11","Alcelaphini","buselaphus"
"12","Alcelaphini","buselaphus"
"13","Alcelaphini","buselaphus"
"14","Alcelaphini","buselaphus"
"15","Alcelaphini","buselaphus"
"17","Alcelaphini","buselaphus"
"18","Alcelaphini","buselaphus"
"19","Alcelaphini","buselaphus"
"20","Alcelaphini","buselaphus"
"21","Alcelaphini","buselaphus"
"22","Alcelaphini","buselaphus"
"24","Alcelaphini","buselaphus"
"26","Alcelaphini","buselaphus"
"27","Alcelaphini","buselaphus"
"28","Alcelaphini","gnou"
"29","Alcelaphini","gnou"
"30","Alcelaphini","gnou"
"32","Alcelaphini","gnou"
"33","Alcelaphini","gnou"
"35","Alcelaphini","gnou"
"36","Alcelaphini","gnou"
"37","Alcelaphini","gnou"
"38","Alcelaphini","gnou"
"39","Alcelaphini","gnou"
"40","Alcelaphini","gnou"
"41","Alcelaphini","gnou"
"42","Alcelaphini","gnou"
"43","Alcelaphini","gnou"
"47","Alcelaphini","gnou"
"48","Alcelaphini","gnou"
"49","Alcelaphini","gnou"
"50","Alcelaphini","gnou"
"51","Alcelaphini","gnou"
"52","Alcelaphini","gnou"
"53","Alcelaphini","gnou"
"54","Alcelaphini","gnou"
"55","Alcelaphini","gnou"
"56","Alcelaphini","gnou"
"57","Alcelaphini","taurinus"
"58","Alcelaphini","taurinus"
"59","Alcelaphini","taurinus"
"60","Alcelaphini","taurinus"
"62","Alcelaphini","taurinus"
"65","Alcelaphini","taurinus"
"66","Alcelaphini","taurinus"
"67","Alcelaphini","taurinus"
"68","Alcelaphini","taurinus"
"69","Alcelaphini","taurinus"
"70","Alcelaphini","taurinus"
"71","Alcelaphini","taurinus"
"72","Alcelaphini","taurinus"
"73","Alcelaphini","taurinus"
"74","Alcelaphini","taurinus"
"76","Alcelaphini","taurinus"
"77","Alcelaphini","taurinus"
"79","Alcelaphini","taurinus"
"80","Alcelaphini","taurinus"
"81","Alcelaphini","taurinus"
"82","Alcelaphini","taurinus"
"83","Alcelaphini","taurinus"
"84","Alcelaphini","taurinus"
"85","Alcelaphini","taurinus"
"86","Alcelaphini","taurinus"
"87","Alcelaphini","taurinus"
"88","Alcelaphini","taurinus"
"89","Alcelaphini","dorcas"
"90","Alcelaphini","dorcas"
"91","Alcelaphini","dorcas"
"92","Alcelaphini","dorcas"
"93","Alcelaphini","dorcas"
"94","Alcelaphini","dorcas"
"95","Alcelaphini","dorcas"
"96","Alcelaphini","dorcas"
"97","Alcelaphini","dorcas"
"98","Alcelaphini","dorcas"
"99","Alcelaphini","dorcas"
"100","Alcelaphini","dorcas"
"101","Alcelaphini","dorcas"
"103","Alcelaphini","dorcas"
"105","Alcelaphini","dorcas"
"108","Alcelaphini","dorcas"
"112","Alcelaphini","dorcas"
"113","Alcelaphini","dorcas"
"114","Alcelaphini","dorcas"
"115","Alcelaphini","dorcas"
"116","Alcelaphini","dorcas"
"117","Alcelaphini","dorcas"
"118","Alcelaphini","dorcas"
"119","Antilopini","marsupialis"
"121","Antilopini","marsupialis"
"122","Antilopini","marsupialis"
"123","Antilopini","marsupialis"
"124","Antilopini","marsupialis"
"125","Antilopini","marsupialis"
"126","Antilopini","marsupialis"
"127","Antilopini","marsupialis"
"129","Antilopini","marsupialis"
"130","Antilopini","marsupialis"
"132","Antilopini","marsupialis"
"133","Antilopini","marsupialis"
"134","Antilopini","marsupialis"
"135","Antilopini","marsupialis"
"136","Antilopini","marsupialis"
"137","Antilopini","marsupialis"
"139","Antilopini","marsupialis"
"140","Antilopini","marsupialis"
"141","Antilopini","marsupialis"
"143","Antilopini","marsupialis"
"144","Antilopini","marsupialis"
"146","Antilopini","marsupialis"
"147","Antilopini","marsupialis"
"148","Antilopini","marsupialis"
"149","Bovini","caffer"
"150","Bovini","caffer"
"154","Bovini","caffer"
"155","Bovini","caffer"
"156","Bovini","caffer"
"157","Bovini","caffer"
"158","Bovini","caffer"
"159","Bovini","caffer"
"160","Bovini","caffer"
"161","Bovini","caffer"
"163","Bovini","caffer"
"165","Bovini","caffer"
"166","Bovini","caffer"
"167","Bovini","caffer"
"168","Bovini","caffer"
"169","Bovini","caffer"
"170","Bovini","caffer"
"172","Bovini","caffer"
"173","Bovini","caffer"
"174","Bovini","caffer"
"175","Hippotragini","equinus"
"176","Hippotragini","equinus"
"177","Hippotragini","equinus"
"178","Hippotragini","equinus"
"179","Hippotragini","equinus"
"180","Hippotragini","equinus"
"181","Hippotragini","equinus"
"182","Hippotragini","equinus"
"183","Hippotragini","equinus"
"185","Hippotragini","equinus"
"186","Hippotragini","equinus"
"187","Hippotragini","equinus"
"188","Hippotragini","equinus"
"189","Hippotragini","equinus"
"190","Hippotragini","equinus"
"192","Hippotragini","equinus"
"193","Hippotragini","equinus"
"194","Hippotragini","equinus"
"196","Hippotragini","equinus"
"197","Hippotragini","equinus"
"198","Hippotragini","equinus"
"199","Hippotragini","niger"
"200","Hippotragini","niger"
"201","Hippotragini","niger"
"203","Hippotragini","niger"
"204","Hippotragini","niger"
"206","Hippotragini","niger"
"207","Hippotragini","niger"
"208","Hippotragini","niger"
"209","Hippotragini","niger"
"210","Hippotragini","niger"
"211","Hippotragini","niger"
"212","Hippotragini","niger"
"213","Hippotragini","niger"
"214","Hippotragini","niger"
"215","Hippotragini","niger"
"216","Hippotragini","niger"
"217","Hippotragini","niger"
"218","Hippotragini","niger"
"219","Hippotragini","niger"
"220","Hippotragini","niger"
"221","Hippotragini","niger"
"222","Hippotragini","niger"
"225","Hippotragini","niger"
"226","Hippotragini","niger"
"228","Hippotragini","niger"
"229","Hippotragini","niger"
"230","Hippotragini","niger"
"231","Hippotragini","niger"
"233","Hippotragini","niger"
"234","Hippotragini","niger"
"235","Hippotragini","niger"
"236","Hippotragini","niger"
"239","Hippotragini","gazella"
"240","Hippotragini","gazella"
"242","Hippotragini","gazella"
"243","Hippotragini","gazella"
"244","Hippotragini","gazella"
"245","Hippotragini","gazella"
"246","Hippotragini","gazella"
"247","Hippotragini","gazella"
"248","Hippotragini","gazella"
"249","Hippotragini","gazella"
"250","Hippotragini","gazella"
"251","Hippotragini","gazella"
"252","Hippotragini","gazella"
"254","Hippotragini","gazella"
"255","Hippotragini","gazella"
"258","Hippotragini","gazella"
"260","Hippotragini","gazella"
"262","Hippotragini","gazella"
"263","Hippotragini","gazella"
"266","Hippotragini","gazella"
"267","Hippotragini","gazella"
"268","Hippotragini","gazella"
"270","Hippotragini","gazella"
"271","Hippotragini","gazella"
"272","Neotragini","oreotragus"
"273","Neotragini","oreotragus"
"274","Neotragini","oreotragus"
"275","Neotragini","oreotragus"
"276","Neotragini","oreotragus"
"278","Neotragini","oreotragus"
"279","Neotragini","oreotragus"
"280","Neotragini","oreotragus"
"282","Neotragini","oreotragus"
"283","Neotragini","oreotragus"
"284","Neotragini","oreotragus"
"285","Neotragini","oreotragus"
"286","Neotragini","oreotragus"
"287","Neotragini","oreotragus"
"288","Neotragini","oreotragus"
"289","Neotragini","oreotragus"
"291","Neotragini","oreotragus"
"292","Neotragini","oreotragus"
"293","Neotragini","oreotragus"
"294","Neotragini","oreotragus"
"295","Neotragini","oreotragus"
"296","Neotragini","oreotragus"
"297","Neotragini","oreotragus"
"298","Neotragini","oreotragus"
"301","Neotragini","oreotragus"
"302","Neotragini","oreotragus"
"304","Neotragini","oreotragus"
"306","Neotragini","oreotragus"
"307","Neotragini","oreotragus"
"308","Neotragini","oreotragus"
"309","Neotragini","oreotragus"
"310","Neotragini","oreotragus"
"313","Neotragini","ourebi"
"314","Neotragini","ourebi"
"315","Neotragini","ourebi"
"316","Neotragini","ourebi"
"318","Neotragini","ourebi"
"319","Neotragini","ourebi"
"320","Neotragini","ourebi"
"321","Neotragini","ourebi"
"322","Neotragini","ourebi"
"323","Neotragini","ourebi"
"324","Neotragini","ourebi"
"326","Neotragini","ourebi"
"327","Neotragini","ourebi"
"329","Neotragini","ourebi"
"330","Neotragini","ourebi"
"332","Neotragini","ourebi"
"333","Neotragini","ourebi"
"334","Neotragini","ourebi"
"335","Neotragini","ourebi"
"336","Neotragini","ourebi"
"337","Neotragini","ourebi"
"338","Neotragini","ourebi"
"339","Neotragini","ourebi"
