"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"1","DSC_0674","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,5,3,889.275926035013
"2","DSC_0685","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,1,3,997.748631912779
"3","DSC_0689","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,5,1,887.119943515845
"4","DSC_0692","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,1,4,958.882490560328
"5","DSC_0696","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,3,2,958.852071245182
"6","DSC_0702","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,2,1,947.260952683511
"7","DSC_0708","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,3,2,1166.5971492579
"8","DSC_0715","Bovidae","Neotragini","Raphicerus","campestris","UM2",1,0,1,4,964.00782219709
"9","DSC_0721","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,4,3,2723.30068330596
"10","DSC_0728","Bovidae","Hippotragini","Oryx","gazella","UM2",-1,0,5,5,6732.75204392706
"11","DSC_0735","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,4,4,2381.51242484554
"12","DSC_0738","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,5,2,2788.31863073403
"13","DSC_0744","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,4,1,2491.26520939744
"14","DSC_0751","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,1,2,3117.03420877722
"15","DSC_0757","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,1,3,2573.12291651798
"16","DSC_0762","Bovidae","Hippotragini","Oryx","gazella","UM2",0,0,4,1,2474.83505886988
"17","DSC_0765","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,4,3,2818.37029782346
"18","DSC_0771","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,1,3,3263.04027525211
"19","DSC_0777","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,3,1,2539.17845106694
"20","DSC_0782","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,5,2,3066.91897127922
"21","DSC_0788","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,4,3,2726.62780780539
"22","DSC_0794","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,1,2,3001.27665671881
"23","DSC_0799","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,1,4,2858.81124952455
"24","DSC_0805","Bovidae","Hippotragini","Oryx","gazella","UM2",1,0,2,2,2947.15176666118
"25","DSC_0814","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,5,2,3357.91421675328
"26","DSC_0820","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,4,2,3286.96426149201
"27","DSC_0827","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,5,3,3373.70406398221
"28","DSC_0833","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,4,1,3084.83348737981
"29","DSC_0836","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,2,5,2593.24977372671
"30","DSC_0842","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,1,3,3169.50484705724
"31","DSC_0848","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,2,1,2786.56638675381
"32","DSC_0854","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,4,1,2684.60373635702
"33","DSC_0860","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,3,3,3884.73196656332
"34","DSC_0866","Bovidae","Hippotragini","Hippotragus","equinus","UM2",1,0,3,4,3378.89073329348
"35","DSC_0872","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,2,5,2202.34602460396
"36","DSC_0878","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,5,1,2976.26056708477
"37","DSC_0884","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,5,2,2720.45773545775
"38","DSC_0889","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,4,4,2071.73369930356
"39","DSC_0892","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,3,3,2847.45909567855
"40","DSC_0898","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,0,1,5,3161.56086577421
"41","DSC_0904","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,0,2,4,2689.62303799563
"42","DSC_0910","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,1,1,2,3001.03908915563
"43","DSC_0915","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,0,3,1,2899.75142627207
"44","DSC_0921","Bovidae","Hippotragini","Hippotragus","niger","UM2",1,0,4,2,2940.39250652533
"45","DSCN2519","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,4,1,2247.69311851232
"46","DSCN2528","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,5,5,2326.11191820565
"47","DSCN2534","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,4,3,2284.08877487764
"48","DSCN2541","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,1,4,2143.94921052865
"49","DSCN2548","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,1,5,2283.3094135258
"50","DSCN2552","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,3,2,2314.24641137594
"51","DSCN2560","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,5,4,2367.44147930915
"52","DSCN2563","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",-2,0,5,1,2447.0244443903
"53","DSCN2568","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,1,1,2366.2530359386
"54","DSCN2573","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,3,2,2581.24114385311
"55","DSCN2577","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,3,5,2429.5107674302
"56","DSCN2582","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,5,1,2357.44762686587
"57","DSCN2586","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,2,3,2229.94478926401
"58","DSCN2591","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,4,3,2578.36042047299
"59","DSCN2598","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,2,5,2535.79258747141
"60","DSCN2602","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,4,1,2184.42170146053
"61","DSCN2607","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,4,4,2008.85362441672
"62","DSCN2701","Bovidae","Alcelaphini","Connochaetes","gnou","UM2",1,0,2,4,2179.5918895284
"63","DSCN2705","Bovidae","Alcelaphini","Connochaetes","taurinus","UM2",-1,0,NA,2,2470.49269474395
"64","DSCN2709","Bovidae","Alcelaphini","Connochaetes","taurinus","UM2",1,0,NA,2,2607.26231108618
"65","DSCN2713","Bovidae","Alcelaphini","Connochaetes","taurinus","UM2",-1,0,NA,1,2440.78366895354
"66","DSCN2718","Bovidae","Alcelaphini","Connochaetes","taurinus","UM2",-1,0,NA,5,2441.52604523382
"67","DSCN2722","Bovidae","Alcelaphini","Connochaetes","taurinus","UM2",1,0,NA,4,2309.6525265622
