"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"1","DSC_0935","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,4,3,854.105726167707
"2","DSC_0938","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,5,3,865.821209031698
"3","DSC_0942","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,2,3,788.368308997487
"4","DSC_0945","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,5,3,812.407684552242
"5","DSC_0949","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,1,1,868.984854536882
"6","DSC_0953","Bovidae","Neotragini","Raphicerus","campestris","LM1",-1,0,5,5,728.51771948319
"7","DSC_0957","Bovidae","Hippotragini","Oryx","gazella","LM1",-2,0,1,1,1943.71764263976
"8","DSC_0960","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,3,1,2044.36386027835
"9","DSC_0963","Bovidae","Hippotragini","Oryx","gazella","LM1",-1,-1,4,5,1593.97257465057
"10","DSC_0968","Bovidae","Hippotragini","Oryx","gazella","LM1",-1,-1,5,5,1527.71485813012
"11","DSC_0972","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,5,4,2522.1085957276
"12","DSC_0973","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,5,5,2117.50962817167
"13","DSC_0976","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,4,3,2039.61184307727
"14","DSC_0981","Bovidae","Hippotragini","Oryx","gazella","LM1",-1,0,2,5,1413.40150123327
"15","DSC_0985","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,1,4,2308.28827859043
"16","DSC_0988","Bovidae","Hippotragini","Oryx","gazella","LM1",1,0,4,2,2422.21372948079
"17","DSC_0993","Bovidae","Hippotragini","Oryx","gazella","LM1",-1,0,4,1,1626.26306479625
"18","DSC_0998","Bovidae","Hippotragini","Oryx","gazella","LM1",-2,0,1,2,2488.94775440647
"19","DSC_1003","Bovidae","Hippotragini","Hippotragus","equinus","LM1",-2,0,3,5,2311.63096928569
"20","DSC_1008","Bovidae","Hippotragini","Hippotragus","equinus","LM1",1,0,5,3,2568.79742939945
"21","DSC_1013","Bovidae","Hippotragini","Hippotragus","equinus","LM1",1,0,1,1,2523.78557800735
"22","DSC_1018","Bovidae","Hippotragini","Hippotragus","equinus","LM1",1,0,2,1,2585.50902997243
"23","DSC_1023","Bovidae","Hippotragini","Hippotragus","equinus","LM1",1,0,4,3,2870.76144412088
"24","DSC_1028","Bovidae","Hippotragini","Hippotragus","equinus","LM1",1,0,4,4,2809.67209402332
"25","DSC_1033","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,4,2,2230.53492277702
"26","DSC_1038","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,3,1,2120.10580393216
"27","DSC_1043","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,2,2,2317.64450885054
"28","DSC_1048","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,5,4,1964.37181151817
"29","DSC_1052","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,4,3,2028.98288447112
"30","DSC_1057","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,3,3,2469.89439638479
"31","DSC_1063","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,2,1,1871.09820788991
"32","DSC_1068","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,1,2,2238.95796829703
"33","DSC_1073","Bovidae","Hippotragini","Hippotragus","niger","LM1",1,0,2,3,2102.02659791205
"34","DSCN2612","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,3,5,1728.43811165283
"35","DSCN2616","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,4,2,1910.23589112288
"36","DSCN2624","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,2,4,1829.62347982314
"37","DSCN2628","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-2,0,2,1,1601.713350499
"38","DSCN2632","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-2,0,1,1,1651.45421356906
"39","DSCN2636","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,2,2,1789.47898802106
"40","DSCN2640","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,1,5,1680.34062244734
"41","DSCN2644","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,5,1,1776.71492895387
"42","DSCN2648","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,2,3,1773.23077766478
"43","DSCN2651","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",1,0,1,3,1681.62983368274
"44","DSCN2654","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,4,5,1679.69876944311
"45","DSCN2658","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,5,1,1683.65648552289
"46","DSCN2662","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,4,4,1665.54743649455
"47","DSCN2666","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,1,4,1753.07748986156
"48","DSCN2670","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",0,0,1,4,1778.8455721847
"49","DSCN2673","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-1,0,3,5,1976.34866345556
"50","DSCN2676","Bovidae","Alcelaphini","Connochaetes","gnou","LM1",-2,0,5,3,1581.19707103927
