"family","tribe","genus","species","type","image","complete","corrupt","folds_species","folds_tribe"
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2870",1,0,5,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2874",0,0,1,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2878",1,0,4,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2884",0,0,2,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2888",1,0,4,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2891",1,0,5,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2895",1,0,2,5
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2898",1,0,4,1
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2903",1,0,1,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2907",1,0,1,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2912",1,0,2,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2922",1,0,5,1
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2926",1,0,1,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2930",1,0,3,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4147",1,0,3,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4150",1,0,4,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4154",1,0,1,5
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4795",1,0,4,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4799",1,0,3,5
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4803",1,0,3,1
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4807",1,0,4,2
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4811",1,0,3,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4816",1,0,4,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4820",1,0,2,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4824",1,0,3,4
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4828",1,0,3,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4832",1,0,2,5
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4836",1,0,2,1
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4841",1,0,1,5
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4845",1,0,1,3
"Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN4850",1,0,2,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2611",1,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2615",1,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2619",1,0,4,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2623",1,0,2,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2627",1,0,2,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2631",1,0,1,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2635",1,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2639",1,0,1,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2643",1,0,4,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2647",1,0,2,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2650",1,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2653",1,0,4,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2657",1,0,5,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2661",1,0,4,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2665",1,0,1,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2669",1,0,1,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2672",1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2675",1,0,5,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2678",1,0,5,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2681",1,0,1,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2685",1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2689",1,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2693",1,0,5,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2697",1,0,3,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN2744",1,0,4,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN3127",1,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4162",1,0,4,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4166",1,0,4,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4170",1,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4176",1,0,2,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4717",-1,0,1,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4721",-1,0,3,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4725",-1,0,3,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4729",-1,0,4,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4733",-1,0,1,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM2","DSCN4737",-1,0,1,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2763",-1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2767",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2771",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2775",-2,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2780",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2784",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2788",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM2","DSCN2792",1,0,NA,4
