"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"1","DSC_0673","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,5,5,758.536120338932
"2","DSC_0684","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,1,5,827.201243225865
"3","DSC_0688","Bovidae","Neotragini","Raphicerus","campestris","UM3",0,0,5,4,832.297528833763
"4","DSC_0691","Bovidae","Neotragini","Raphicerus","campestris","UM3",0,0,1,1,844.911404077741
"5","DSC_0695","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,3,4,928.406011546758
"6","DSC_0701","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,2,3,844.35998873489
"7","DSC_0707","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,3,3,1061.45242050916
"8","DSC_0714","Bovidae","Neotragini","Raphicerus","campestris","UM3",1,0,1,3,922.204210558221
"9","DSC_0720","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,4,5,2608.20991934985
"10","DSC_0727","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,5,3,1014.88285360569
"11","DSC_0737","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,5,5,3205.16695495646
"12","DSC_0743","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,5,4,2818.22429519588
"13","DSC_0750","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,4,2,2554.58891080421
"14","DSC_0756","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,2,1,2899.17793837061
"15","DSC_0764","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,1,2,2442.25114319468
"16","DSC_0770","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,4,3,2167.02346115729
"17","DSC_0776","Bovidae","Hippotragini","Oryx","gazella","UM3",0,0,4,1,2143.31428999571
"18","DSC_0781","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,1,3,2490.28607775685
"19","DSC_0787","Bovidae","Hippotragini","Oryx","gazella","UM3",1,0,3,3,2724.05524430246
"20","DSC_0793","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,5,1,2542.55092848982
"21","DSC_0798","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,4,2,3174.44087298896
"22","DSC_0804","Bovidae","Hippotragini","Oryx","gazella","UM3",1,1,1,4,2313.12831710957
"23","DSC_0813","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,5,2,3277.79757929849
"24","DSC_0819","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,4,2,2365.21299322503
"25","DSC_0826","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,5,3,2863.59456254572
"26","DSC_0832","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,4,1,2963.17980948269
"27","DSC_0835","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,2,5,2523.40155405154
"28","DSC_0841","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,1,3,3003.76974076905
"29","DSC_0847","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,2,1,2481.82600079884
"30","DSC_0853","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,4,1,2754.00057837081
"31","DSC_0859","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,3,3,2456.69327874804
"32","DSC_0865","Bovidae","Hippotragini","Hippotragus","equinus","UM3",1,0,3,4,2153.4624570697
"33","DSC_0871","Bovidae","Hippotragini","Hippotragus","niger","UM3",0,0,4,5,2012.61320347533
"34","DSC_0877","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,3,1,3012.57184132296
"35","DSC_0883","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,2,2,2125.33758830288
"36","DSC_0891","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,5,4,2895.90066820413
"37","DSC_0897","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,5,3,2466.16878853544
"38","DSC_0903","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,4,5,2673.29115293999
"39","DSC_0909","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,3,4,3029.26427444691
"40","DSC_0914","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,1,2,2178.64584847023
"41","DSC_0920","Bovidae","Hippotragini","Hippotragus","niger","UM3",1,0,2,1,2985.4219757313
"42","DSCN2518","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,5,4,1805.53861603956
"43","DSCN2526","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,2,5,1930.49482708519
"44","DSCN2533","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,2,2,2108.39222134455
"45","DSCN2540","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,4,4,2071.48187455221
"46","DSCN2547","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,5,1,2150.55009331701
"47","DSCN2551","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,5,1,2128.19296333558
"48","DSCN2559","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,1,2,2230.72591944922
"49","DSCN2562","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,1,5,1716.85846170359
"50","DSCN2567","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,3,1,2310.9988870522
"51","DSCN2572","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,5,3,2161.89748917313
"52","DSCN2576","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,5,3,1989.4059747581
"53","DSCN2581","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,1,5,2050.88649629534
"54","DSCN2585","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,3,1,1973.01208201421
"55","DSCN2590","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,3,4,2290.53118516245
"56","DSCN2597","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",-2,0,5,4,2075.56635041905
"57","DSCN2601","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",-2,1,3,4,1947.96399230899
"58","DSCN2606","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,0,4,5,1697.53011152525
"59","DSCN2700","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",-2,1,2,3,1591.60818195625
"60","DSCN2704","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",-1,0,NA,4,2493.10960446359
"61","DSCN2708","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,5,2491.95719087696
"62","DSCN2712","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",-1,0,NA,4,1637.06821217357
"63","DSCN2717","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",-1,0,NA,4,2042.91363813148
"64","DSCN2721","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,5,2314.2888726306
"65","DSCN2725","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",-2,0,NA,1,2106.82469083868
"66","DSCN2729","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",-1,0,NA,1,2190.74929993373
"67","DSCN2733","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,3,2405.60581580746
"68","DSCN2736","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,2,2237.85357839011
"69","DSCN2739","Bovidae","Alcelaphini","Connochaetes","gnou","UM3",1,1,4,5,1841.97471129083
"70","DSCN2747","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,3,2231.5137003045
"71","DSCN2751","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,5,2468.00866215344
"72","DSCN2755","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,1,2232.63636074198
"73","DSCN2759","Bovidae","Alcelaphini","Connochaetes","taurinus","UM3",1,0,NA,5,2255.99845478197
"74","DSCN2810","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3",1,0,4,4,1822.85230169352
"75","DSCN2814","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3",1,0,5,5,2342.82859430267
"76","DSCN2818","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3",0,0,2,4,1699.27816522258
"77","DSCN2822","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3",1,0,4,4,2003.18130669374
"78","DSCN2826","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3",1,0,1,2,1646.56423710903
