"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"2",-159.65,-96.085,21.722,-2.3715,18.256,32.998,29.479,-28.556,24.853,15.067,-33.213,36.246,28.614,12.32,-11.519,16.361,55.079,4.5054,19.201,-24.617,3.1111,-24.849,-0.2142,-15.801,34.485,-8.6117,20.188,4.4328,5.8374,2.4571
"7",-146.47,66.145,81.203,4.282,-21.773,-20.659,27.241,-58.859,-6.4181,37.048,1.0284,24.004,7.2097,32.861,-2.668,-11.519,-2.4607,8.412,11.001,-2.9649,19.783,-15.654,-17.231,36.118,-23.485,-34.223,-27.364,-8.4732,16.975,2.9784
"17",-129.61,81.051,88.915,-11.659,-18.133,-7.3215,26.209,-52.269,15.886,45.731,-11.912,18.379,4.3961,25.083,-9.7483,-34.768,-6.6194,7.4173,24.178,-11.902,24.355,-8.0156,-0.74896,21.441,-27.333,-19.452,-28.223,-2.2397,6.2453,-0.44508
"19",-72.316,67.696,77.014,-39.428,-21.315,-7.9393,-3.2072,-27.888,2.6142,34.388,-9.7627,19.45,-23.851,30.2,-5.2547,-0.85837,-11.776,-7.3433,2.1667,-1.4321,23.103,-17.904,8.487,-14.645,-20.146,-12.787,7.5084,1.2876,-22.905,2.772
"27",-52.999,44.659,46.773,-13.781,8.53,-10.113,2.3088,-19.954,-1.9167,22.301,3.3752,-24.136,-24.985,11.967,-11.466,7.3357,6.3287,-1.5248,-25.816,19.783,29.012,-12.986,2.2927,-16.901,-21.636,-5.9182,-10.698,4.5193,8.1354,13.746
"29",-67.812,72.634,63.056,-1.7747,-20.68,9.1504,38.668,5.2141,7.5335,28.999,15.198,19.979,-13.822,18.108,-18.239,4.9817,-5.8671,6.979,21.679,-14.35,30.682,-14.119,8.5846,2.3463,-8.3989,-9.9896,-4.4169,-3.0179,-0.25825,-7.2032
"32",-107.55,85.73,55.157,18.788,-28.348,22.334,67.31,-23.762,6.2446,24.729,-3.2484,-6.4922,2.1063,17.041,-22.756,29.8,-3.6783,8.8597,18.101,9.2112,25.619,-32.731,4.6252,4.4337,-12.391,-28.379,-0.38828,-8.1205,-15.886,10.277
"38",-36.667,69.569,33.84,2.3761,-28.157,47.302,57.84,28.2,-0.52516,7.339,11.633,-6.8136,15.24,22.673,12.734,48.569,-7.3844,17.862,-3.6024,5.2018,26.593,-31.777,12.171,-25.021,-5.1474,-27.254,-0.31009,-0.028472,-9.8451,-1.6306
"42",-67.304,70.374,78.597,-4.3152,-3.9743,-2.971,67.88,7.9477,20.621,16.967,15.189,8.7141,8.5058,12.368,-36.363,11.682,12.357,14.582,15.914,-9.0529,34.897,-17.515,-20.793,-7.1238,-9.4647,-20.279,-26.367,-2.1713,16.348,1.6062
"47",-58.029,54.578,51.339,-12.052,-15.29,28.54,32.014,-1.267,14.898,22.509,2.6891,-3.9884,-8.4665,13.264,-21.145,18.592,-0.049453,8.7897,8.6179,-11.969,19.471,-13.433,2.8026,-18.903,-10.216,-21.173,1.0994,-6.8033,-13.921,3.4315
"49",-50.059,55.005,63.504,-34.687,-10.036,0.87374,27.501,-21.257,-0.28742,9.3034,-15.293,11.227,-9.6138,5.0127,-14.89,32.923,-5.4286,14.382,8.4702,-21.321,23.303,-11.622,-12.55,-10.524,0.033739,-2.2349,-47.863,-19.698,-0.21529,2.791
"60",113.29,-88.016,21.502,7.1805,-52.559,-18.362,0.89138,-36.672,22.591,33.438,3.2423,17.549,-26.082,27.276,-9.3296,-12.164,11.661,-19.615,1.245,32.059,-11.337,6.2525,-14.31,-1.5355,7.0546,11.773,1.2624,1.1519,10.615,-25.907
"62",-105.09,78.968,121.38,1.5051,-17.644,5.0139,26.097,-47.807,0.73543,30.185,0.90028,35.621,-3.8925,28.69,-0.10905,-3.0937,-3.873,-3.2106,43.391,-3.7517,5.0318,-4.7754,13.299,15.223,-28.076,-22.554,-4.79,9.7639,1.3888,-16.81
"65",-34.899,134.18,-51.508,52.044,172.58,-71.068,75.08,-111.62,21.237,-23.271,-8.0943,-115.73,-28.441,-8.9029,-118.77,-5.2175,37.543,-81.425,-18.86,-94.058,-79.834,-67.227,-51.035,-27.735,59.49,-10.291,-75.941,47.257,44.649,11.179
